age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
57;services;divorced;high.school;no;-197;yes;no;telephone;may;wed;72;3;-1;0;nonexistent;no
53;blue-collar;married;basic.4y;unknown;1657;no;no;telephone;may;wed;559;2;-1;0;nonexistent;no
32;blue-collar;divorced;basic.9y;no;1947;no;no;telephone;may;wed;205;2;123;0;nonexistent;no
34;services;married;high.school;unknown;30;yes;no;telephone;may;wed;189;7;-1;0;nonexistent;no
43;management;married;university.degree;no;2027;no;no;telephone;may;wed;237;2;91;0;nonexistent;no
31;admin.;married;high.school;no;1332;no;no;telephone;may;wed;230;2;-1;0;nonexistent;no
24;unemployed;single;university.degree;no;72;no;no;telephone;may;wed;96;2;150;0;nonexistent;no
53;self-employed;married;university.degree;no;153;yes;no;telephone;may;wed;162;3;-1;0;nonexistent;no
32;services;married;high.school;unknown;70;yes;no;telephone;may;wed;127;2;-1;0;nonexistent;no
40;blue-collar;married;basic.9y;unknown;36;yes;no;telephone;may;wed;239;2;417;0;nonexistent;no
53;admin.;single;university.degree;unknown;-198;yes;no;telephone;may;wed;222;5;-1;0;nonexistent;no
31;technician;married;high.school;no;5;yes;no;telephone;may;wed;69;4;368;0;nonexistent;no
36;services;single;basic.6y;unknown;2326;yes;yes;telephone;may;wed;501;2;-1;0;nonexistent;no
56;admin.;married;university.degree;unknown;67;no;no;telephone;may;wed;192;1;-1;0;nonexistent;no
42;blue-collar;divorced;basic.4y;no;598;yes;no;telephone;may;wed;273;1;182;0;nonexistent;no
49;blue-collar;married;basic.9y;no;1527;yes;no;telephone;may;wed;281;1;-1;0;nonexistent;no
32;admin.;single;university.degree;no;1623;yes;no;telephone;may;wed;175;2;-1;0;nonexistent;no
47;admin.;married;high.school;no;253;no;no;telephone;may;wed;465;11;-1;0;nonexistent;no
34;blue-collar;married;basic.6y;unknown;1445;yes;no;telephone;may;wed;175;2;-1;0;nonexistent;no
56;technician;married;high.school;no;256;yes;no;telephone;may;wed;87;14;91;0;nonexistent;no
28;admin.;single;high.school;no;1181;yes;no;telephone;may;wed;292;2;-1;0;nonexistent;no
34;admin.;single;high.school;no;1646;yes;no;telephone;may;wed;49;1;91;0;nonexistent;no
30;blue-collar;single;high.school;unknown;-309;yes;no;telephone;may;wed;198;1;-1;0;nonexistent;no
38;admin.;married;high.school;no;670;unknown;unknown;telephone;may;wed;23;16;182;0;nonexistent;no
39;technician;married;professional.course;no;2196;unknown;unknown;telephone;may;wed;575;2;-1;0;nonexistent;no
31;blue-collar;married;basic.6y;unknown;947;unknown;unknown;telephone;may;wed;67;5;-1;0;nonexistent;no
29;admin.;single;university.degree;no;71;yes;no;telephone;may;wed;248;3;181;0;nonexistent;no
31;self-employed;married;university.degree;no;521;no;no;telephone;may;wed;108;2;-1;0;nonexistent;no
25;self-employed;single;university.degree;no;5115;yes;no;telephone;may;wed;373;3;102;0;nonexistent;no
40;services;single;university.degree;no;-17;no;no;telephone;may;wed;112;2;256;0;nonexistent;no
35;blue-collar;single;basic.9y;unknown;556;no;no;telephone;may;wed;395;2;-1;0;nonexistent;no
36;services;married;high.school;no;229;yes;no;telephone;may;wed;229;2;-1;0;nonexistent;no
43;services;married;high.school;unknown;325;unknown;unknown;telephone;may;wed;54;4;-1;0;nonexistent;no
49;management;married;university.degree;no;5112;yes;no;telephone;may;wed;135;2;95;0;nonexistent;no
29;blue-collar;married;high.school;no;11821;no;no;telephone;may;wed;357;2;-1;0;nonexistent;no
38;unemployed;divorced;university.degree;no;650;yes;no;telephone;may;wed;152;3;-1;0;nonexistent;no
32;blue-collar;married;basic.6y;no;8648;no;yes;telephone;may;wed;36;2;176;0;nonexistent;no
35;self-employed;married;university.degree;no;168;yes;no;telephone;may;wed;206;3;196;0;nonexistent;no
39;self-employed;married;basic.4y;unknown;2486;no;no;telephone;may;wed;389;2;-1;0;nonexistent;no
35;services;single;professional.course;unknown;396;no;no;telephone;may;wed;314;2;-1;0;nonexistent;no
54;admin.;married;high.school;no;1791;no;no;telephone;may;wed;66;2;182;0;nonexistent;no
35;admin.;married;university.degree;unknown;168;yes;no;telephone;may;wed;86;2;-1;0;nonexistent;no
32;technician;married;professional.course;no;3308;no;no;telephone;may;wed;489;2;-1;0;nonexistent;no
55;technician;married;basic.6y;unknown;4721;yes;no;telephone;may;wed;85;4;92;0;nonexistent;no
30;blue-collar;married;basic.9y;no;18111;no;yes;telephone;may;wed;117;3;-1;0;nonexistent;no
50;blue-collar;divorced;basic.9y;unknown;1146;no;no;telephone;may;wed;832;2;110;0;nonexistent;no
25;blue-collar;single;basic.4y;no;237;no;no;telephone;may;wed;149;3;-1;0;nonexistent;no
52;management;divorced;university.degree;no;618;no;no;telephone;may;wed;634;2;335;0;nonexistent;no
43;self-employed;married;basic.9y;no;1085;no;no;telephone;may;wed;173;2;-1;0;nonexistent;no
38;blue-collar;married;basic.9y;no;1028;yes;no;telephone;may;wed;151;1;-1;0;nonexistent;no
45;admin.;married;high.school;no;114;yes;no;telephone;may;wed;987;3;-1;0;nonexistent;no
33;admin.;single;university.degree;no;0;yes;no;telephone;may;wed;66;13;-1;0;nonexistent;no
30;blue-collar;married;basic.9y;no;631;yes;no;telephone;may;wed;139;2;-1;0;nonexistent;no
26;services;divorced;basic.6y;no;660;no;no;telephone;may;wed;281;15;490;0;nonexistent;no
51;services;married;high.school;unknown;2421;no;no;telephone;may;wed;132;1;100;0;nonexistent;no
34;services;married;basic.9y;no;794;yes;yes;telephone;may;wed;369;2;171;0;nonexistent;no
33;services;divorced;high.school;no;2138;yes;yes;telephone;may;wed;88;3;109;0;nonexistent;no
44;blue-collar;divorced;unknown;no;2965;yes;yes;telephone;may;wed;799;1;-1;0;nonexistent;yes
43;blue-collar;married;high.school;unknown;222;unknown;unknown;telephone;may;wed;671;3;63;0;nonexistent;no
48;services;married;high.school;unknown;6997;yes;no;telephone;may;wed;397;9;-1;0;nonexistent;no
56;services;divorced;high.school;unknown;665;yes;no;telephone;may;wed;935;1;-1;0;nonexistent;no
37;management;married;university.degree;no;285;yes;no;telephone;may;wed;189;2;-1;0;nonexistent;no
31;blue-collar;single;basic.9y;unknown;473;yes;no;telephone;may;wed;165;2;95;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;2226;unknown;unknown;telephone;may;wed;21;3;99;0;nonexistent;no
38;entrepreneur;married;basic.6y;no;245;unknown;unknown;telephone;may;wed;234;2;-1;0;nonexistent;no
32;admin.;single;university.degree;no;1133;no;no;telephone;may;wed;81;2;-1;0;nonexistent;no
35;admin.;single;high.school;no;294;yes;no;telephone;may;wed;59;2;-1;0;nonexistent;no
50;blue-collar;married;basic.4y;no;451;no;no;telephone;may;wed;233;3;-1;0;nonexistent;no
33;self-employed;divorced;unknown;no;19268;no;no;telephone;may;wed;1161;4;-1;0;nonexistent;no
35;services;married;high.school;no;1461;no;no;telephone;may;wed;265;2;-1;0;nonexistent;no
36;services;single;high.school;no;465;no;no;telephone;may;wed;173;3;-1;0;nonexistent;no
29;housemaid;single;high.school;no;0;yes;no;telephone;may;wed;178;3;-1;0;nonexistent;no
38;services;single;basic.9y;unknown;654;yes;no;telephone;may;wed;203;2;-1;0;nonexistent;no
36;services;single;high.school;no;79;no;no;telephone;may;wed;45;9;92;0;nonexistent;no
46;entrepreneur;married;professional.course;no;4216;no;no;telephone;may;wed;86;2;-1;0;nonexistent;no
44;unknown;married;basic.6y;no;66;no;no;telephone;may;wed;254;3;-1;0;nonexistent;no
37;blue-collar;single;high.school;no;0;yes;yes;telephone;may;wed;131;2;-1;0;nonexistent;no
26;admin.;married;university.degree;no;5539;no;no;telephone;may;wed;239;4;-1;0;nonexistent;no
47;blue-collar;married;basic.6y;unknown;2599;no;no;telephone;may;wed;207;3;-1;0;nonexistent;no
36;blue-collar;married;high.school;unknown;2187;no;no;telephone;may;wed;713;4;-1;0;nonexistent;no
28;admin.;single;university.degree;no;2120;no;no;telephone;may;wed;165;2;-1;0;nonexistent;no
50;admin.;married;high.school;no;339;no;no;telephone;may;wed;260;5;-1;0;nonexistent;no
32;blue-collar;married;basic.9y;no;8229;no;no;telephone;may;wed;923;3;-1;0;nonexistent;yes
54;technician;married;professional.course;no;346;yes;no;telephone;may;wed;150;3;92;0;nonexistent;no
37;services;married;basic.6y;no;158;no;no;telephone;may;wed;155;4;92;0;nonexistent;no
46;entrepreneur;married;university.degree;unknown;7103;no;no;telephone;may;wed;433;3;10;0;nonexistent;no
49;admin.;divorced;high.school;no;4855;yes;no;telephone;may;wed;202;3;-1;0;nonexistent;no
33;services;married;high.school;unknown;3696;no;no;telephone;may;wed;227;3;181;0;nonexistent;no
55;technician;married;high.school;no;-357;no;no;telephone;may;wed;214;3;-1;0;nonexistent;no
40;admin.;single;unknown;unknown;8304;yes;no;telephone;may;wed;30;12;-1;0;nonexistent;no
50;blue-collar;divorced;high.school;no;48;no;no;telephone;may;wed;206;6;191;0;nonexistent;no
36;admin.;married;university.degree;no;384;yes;yes;telephone;may;wed;362;5;-1;0;nonexistent;no
35;admin.;married;high.school;no;751;no;no;telephone;may;wed;15;19;-1;0;nonexistent;no
39;self-employed;married;basic.4y;unknown;3546;yes;no;telephone;may;wed;315;3;-1;0;nonexistent;no
44;blue-collar;married;high.school;no;73;no;no;telephone;may;wed;250;4;-1;0;nonexistent;no
30;technician;married;professional.course;no;71;no;no;telephone;may;wed;700;3;-1;0;nonexistent;no
40;blue-collar;married;basic.6y;no;974;no;no;telephone;may;wed;154;5;80;0;nonexistent;no
29;entrepreneur;married;basic.6y;no;306;yes;no;telephone;may;wed;190;5;-1;0;nonexistent;no
34;blue-collar;married;basic.6y;no;3463;no;no;telephone;may;wed;20;8;-1;0;nonexistent;no
47;blue-collar;married;unknown;unknown;3676;yes;no;telephone;may;wed;191;6;342;0;nonexistent;no
58;admin.;divorced;university.degree;no;459;yes;yes;telephone;may;wed;363;6;-1;0;nonexistent;no
43;blue-collar;single;basic.4y;unknown;286;no;no;telephone;may;wed;339;3;-1;0;nonexistent;no
37;services;married;high.school;no;-11;yes;yes;telephone;may;wed;521;3;-1;0;nonexistent;yes
37;technician;married;professional.course;unknown;273;no;no;telephone;may;wed;135;2;105;0;nonexistent;no
34;admin.;single;university.degree;no;2665;no;yes;telephone;may;wed;110;4;126;0;nonexistent;no
36;technician;married;professional.course;no;3290;no;no;telephone;may;wed;142;10;50;0;nonexistent;no
48;blue-collar;married;basic.9y;unknown;8535;yes;no;telephone;may;wed;173;6;-1;0;nonexistent;no
59;admin.;single;professional.course;no;1276;no;no;telephone;may;wed;291;4;94;0;nonexistent;no
32;technician;married;professional.course;no;2736;no;no;telephone;may;wed;293;2;-1;0;nonexistent;no
28;services;married;high.school;unknown;10287;yes;no;telephone;may;wed;322;2;188;0;nonexistent;no
53;unemployed;married;basic.4y;unknown;1624;yes;no;telephone;may;wed;339;10;98;0;nonexistent;no
50;blue-collar;married;basic.4y;no;0;no;no;telephone;may;wed;304;2;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;446;no;no;telephone;may;wed;526;8;-1;0;nonexistent;no
45;technician;married;high.school;no;395;yes;no;telephone;may;fri;78;9;148;0;nonexistent;no
39;admin.;single;unknown;no;315;no;yes;telephone;may;fri;219;4;-1;0;nonexistent;no
38;blue-collar;married;basic.4y;unknown;484;yes;no;telephone;may;fri;72;5;463;0;nonexistent;no
37;blue-collar;married;basic.4y;unknown;0;no;no;telephone;may;fri;72;3;-1;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;507;yes;no;telephone;may;fri;42;3;-1;0;nonexistent;no
48;blue-collar;married;basic.9y;no;2987;no;no;telephone;may;fri;407;14;85;0;nonexistent;no
27;services;married;high.school;unknown;801;no;no;telephone;may;fri;136;2;-1;0;nonexistent;no
38;blue-collar;single;high.school;unknown;0;yes;no;telephone;may;fri;158;3;-1;0;nonexistent;no
35;blue-collar;married;basic.9y;no;572;yes;no;telephone;may;fri;405;5;-1;0;nonexistent;no
46;technician;single;university.degree;no;2;yes;no;telephone;may;fri;417;6;114;0;nonexistent;no
40;blue-collar;single;unknown;unknown;34;yes;no;telephone;may;fri;48;5;-1;0;nonexistent;no
38;housemaid;married;basic.6y;unknown;1075;yes;no;telephone;may;fri;201;2;184;0;nonexistent;no
28;admin.;married;university.degree;no;508;yes;no;telephone;may;fri;101;3;-1;0;nonexistent;no
56;blue-collar;married;basic.4y;unknown;926;no;no;telephone;may;fri;214;3;-1;0;nonexistent;no
34;technician;single;professional.course;no;10861;no;no;telephone;may;fri;350;5;91;0;nonexistent;no
39;admin.;married;high.school;no;24;yes;no;telephone;may;fri;433;3;362;0;nonexistent;no
37;entrepreneur;married;university.degree;no;611;no;yes;telephone;may;fri;253;2;-1;0;nonexistent;no
45;blue-collar;married;basic.6y;unknown;1857;yes;no;telephone;may;fri;329;2;91;0;nonexistent;no
58;admin.;divorced;university.degree;no;329;yes;no;telephone;may;fri;628;2;145;0;nonexistent;yes
38;blue-collar;married;basic.6y;no;2635;yes;no;telephone;may;fri;110;3;74;0;nonexistent;no
35;admin.;married;high.school;no;225;yes;no;telephone;may;fri;259;9;150;0;nonexistent;no
36;services;married;high.school;no;1604;yes;no;telephone;may;fri;260;3;-1;0;nonexistent;no
39;technician;divorced;professional.course;no;4657;yes;no;telephone;may;fri;363;2;91;0;nonexistent;no
41;blue-collar;divorced;basic.6y;no;1406;yes;no;telephone;may;fri;149;1;85;0;nonexistent;no
41;blue-collar;divorced;basic.6y;no;6728;yes;no;telephone;may;fri;174;1;96;0;nonexistent;no
26;services;single;basic.9y;no;611;no;yes;telephone;may;fri;83;4;121;0;nonexistent;no
54;management;married;basic.4y;no;1805;no;no;telephone;may;fri;92;1;-1;0;nonexistent;no
41;blue-collar;divorced;basic.6y;no;-399;no;no;telephone;may;fri;245;1;-1;0;nonexistent;no
45;management;married;unknown;unknown;208;yes;yes;telephone;may;fri;260;1;-1;0;nonexistent;no
38;admin.;divorced;high.school;no;10884;no;no;telephone;may;fri;346;1;-1;0;nonexistent;no
33;services;single;high.school;no;3472;unknown;unknown;telephone;may;fri;271;1;183;0;nonexistent;no
26;blue-collar;single;high.school;no;556;no;no;telephone;may;fri;203;1;-1;0;nonexistent;no
42;management;married;university.degree;no;7192;no;no;telephone;may;fri;206;1;-1;0;nonexistent;no
35;admin.;single;university.degree;no;13460;yes;yes;telephone;may;fri;218;1;-1;0;nonexistent;no
41;blue-collar;married;basic.6y;unknown;2988;yes;no;telephone;may;fri;621;1;-1;0;nonexistent;no
35;services;married;high.school;no;102;no;no;telephone;may;fri;1349;5;-1;0;nonexistent;yes
53;blue-collar;divorced;basic.4y;unknown;1868;yes;no;telephone;may;fri;385;1;103;0;nonexistent;no
38;admin.;single;university.degree;unknown;-578;no;no;telephone;may;fri;70;5;-1;0;nonexistent;no
30;technician;single;professional.course;no;241;no;no;telephone;may;fri;509;1;-1;0;nonexistent;no
57;retired;single;high.school;no;162;yes;no;telephone;may;fri;128;1;-1;0;nonexistent;no
37;blue-collar;single;basic.9y;no;5320;no;no;telephone;may;fri;136;1;-1;0;nonexistent;no
46;admin.;divorced;high.school;no;366;no;no;telephone;may;fri;132;1;106;0;nonexistent;no
37;admin.;married;high.school;no;1504;no;yes;telephone;may;fri;3;3;-1;0;nonexistent;no
54;blue-collar;single;basic.4y;unknown;262;yes;no;telephone;may;fri;1171;1;180;0;nonexistent;no
47;blue-collar;married;basic.4y;unknown;191;no;no;telephone;may;fri;107;1;-1;0;nonexistent;no
41;management;married;university.degree;no;73;no;yes;telephone;may;fri;359;4;-1;0;nonexistent;no
49;technician;married;professional.course;no;358;no;no;telephone;may;fri;736;2;-1;0;nonexistent;yes
51;unemployed;married;basic.9y;unknown;483;no;no;telephone;may;fri;217;1;-1;0;nonexistent;no
53;admin.;married;basic.9y;no;5047;no;no;telephone;may;fri;121;2;-1;0;nonexistent;no
36;blue-collar;single;high.school;no;5862;no;yes;telephone;may;fri;154;2;-1;0;nonexistent;no
55;housemaid;married;basic.4y;no;0;no;no;telephone;may;fri;98;1;-1;0;nonexistent;no
47;admin.;married;high.school;no;2843;no;no;telephone;may;fri;189;1;-1;0;nonexistent;no
25;services;married;high.school;unknown;351;no;no;telephone;may;fri;89;1;-1;0;nonexistent;no
27;blue-collar;married;basic.9y;unknown;372;yes;no;telephone;may;fri;412;6;1;0;nonexistent;no
47;blue-collar;married;basic.4y;no;27696;yes;no;telephone;may;fri;302;1;89;0;nonexistent;no
36;technician;married;professional.course;unknown;133;no;no;telephone;may;fri;90;1;-1;0;nonexistent;no
50;admin.;divorced;basic.9y;no;3;no;no;telephone;may;fri;145;4;-1;0;nonexistent;no
53;blue-collar;married;basic.9y;no;15459;no;yes;telephone;may;fri;203;1;-1;0;nonexistent;no
37;self-employed;married;professional.course;no;2551;no;yes;telephone;may;fri;254;1;-1;0;nonexistent;no
36;services;single;basic.9y;unknown;571;no;yes;telephone;may;fri;230;1;-1;0;nonexistent;no
53;blue-collar;married;basic.9y;no;7803;yes;no;telephone;may;fri;373;1;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;0;yes;no;telephone;may;fri;72;2;-1;0;nonexistent;no
39;blue-collar;married;basic.4y;no;24;no;yes;telephone;may;fri;534;1;-1;0;nonexistent;no
46;entrepreneur;married;high.school;no;2104;no;yes;telephone;may;fri;225;4;-1;0;nonexistent;no
32;services;married;high.school;unknown;3158;yes;no;telephone;may;fri;445;1;-1;0;nonexistent;no
28;technician;divorced;university.degree;no;10;no;no;telephone;may;fri;193;2;-1;0;nonexistent;no
40;blue-collar;married;basic.9y;no;147;yes;no;telephone;may;fri;76;2;-1;0;nonexistent;no
26;blue-collar;single;basic.9y;unknown;12857;no;yes;telephone;may;fri;268;1;87;0;nonexistent;no
30;services;single;unknown;no;4389;no;yes;telephone;may;fri;154;1;85;0;nonexistent;no
38;technician;married;basic.6y;unknown;474;no;no;telephone;may;fri;785;1;-1;0;nonexistent;yes
37;technician;single;basic.9y;no;2326;no;yes;telephone;may;fri;298;1;-1;0;nonexistent;no
39;self-employed;married;university.degree;no;3644;no;no;telephone;may;fri;286;1;-1;0;nonexistent;no
36;blue-collar;divorced;high.school;no;1988;no;yes;telephone;may;fri;442;1;130;0;nonexistent;no
29;admin.;married;high.school;no;1595;no;no;telephone;may;fri;206;1;197;0;nonexistent;no
22;blue-collar;single;basic.6y;unknown;331;no;yes;telephone;may;fri;1073;1;-1;0;nonexistent;yes
49;blue-collar;married;basic.4y;unknown;4623;yes;no;telephone;may;fri;299;1;192;0;nonexistent;no
31;admin.;single;university.degree;no;12018;no;no;telephone;may;fri;162;1;-1;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;154;yes;no;telephone;may;fri;504;1;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;unknown;190;no;no;telephone;may;fri;488;1;-1;0;nonexistent;no
47;management;married;basic.4y;unknown;3904;no;no;telephone;may;fri;190;1;-1;0;nonexistent;no
47;admin.;single;university.degree;no;882;yes;yes;telephone;may;fri;139;1;93;0;nonexistent;no
38;admin.;married;university.degree;no;53;no;no;telephone;may;fri;124;4;-1;0;nonexistent;no
43;admin.;divorced;high.school;no;6542;yes;no;telephone;may;fri;425;1;175;0;nonexistent;no
46;services;married;high.school;no;687;yes;no;telephone;may;fri;290;1;208;0;nonexistent;no
33;blue-collar;married;basic.6y;no;3064;no;no;telephone;may;fri;152;1;-1;0;nonexistent;no
27;blue-collar;single;basic.9y;no;9228;yes;no;telephone;may;fri;168;1;-1;0;nonexistent;no
53;technician;married;professional.course;unknown;800;yes;no;telephone;may;fri;204;1;-1;0;nonexistent;no
30;management;divorced;university.degree;no;3505;no;yes;telephone;may;fri;164;4;-1;0;nonexistent;no
47;blue-collar;divorced;basic.9y;no;5958;no;yes;telephone;may;fri;322;1;184;0;nonexistent;no
55;blue-collar;married;professional.course;unknown;667;yes;no;telephone;may;fri;530;1;-1;0;nonexistent;no
60;retired;divorced;basic.4y;unknown;36;no;yes;telephone;may;fri;237;1;-1;0;nonexistent;no
48;technician;married;high.school;no;1059;yes;no;telephone;may;fri;360;1;-1;0;nonexistent;no
42;blue-collar;divorced;basic.4y;no;915;no;yes;telephone;may;fri;57;1;-1;0;nonexistent;no
48;technician;married;high.school;no;1547;no;no;telephone;may;fri;700;1;805;0;nonexistent;no
48;technician;married;high.school;no;3050;no;no;telephone;may;fri;601;1;-1;0;nonexistent;no
42;blue-collar;divorced;basic.4y;no;7050;no;no;telephone;may;fri;231;1;182;0;nonexistent;no
46;admin.;single;university.degree;no;2;yes;no;telephone;may;fri;135;1;-1;0;nonexistent;no
36;services;single;basic.9y;no;14144;no;no;telephone;may;fri;86;2;-1;0;nonexistent;no
29;technician;single;university.degree;no;705;yes;no;telephone;may;fri;256;1;-1;0;nonexistent;no
50;blue-collar;married;high.school;unknown;1758;yes;no;telephone;may;fri;106;3;-1;0;nonexistent;no
33;admin.;married;unknown;no;476;yes;no;telephone;may;fri;134;1;-1;0;nonexistent;no
37;management;single;university.degree;no;348;yes;no;telephone;may;fri;415;1;-1;0;nonexistent;no
42;technician;married;university.degree;no;5969;yes;no;telephone;may;fri;293;1;544;0;nonexistent;no
24;services;single;basic.9y;no;3195;yes;yes;telephone;may;fri;816;2;-1;0;nonexistent;no
55;technician;married;university.degree;no;2013;no;no;telephone;may;fri;435;1;-1;0;nonexistent;no
38;blue-collar;married;basic.9y;no;121;yes;no;telephone;may;fri;100;1;-1;0;nonexistent;no
36;blue-collar;married;university.degree;unknown;82;yes;yes;telephone;may;fri;297;1;-1;0;nonexistent;no
45;unemployed;married;university.degree;no;935;no;no;telephone;may;fri;191;1;92;0;nonexistent;no
38;blue-collar;married;basic.9y;no;3754;no;no;telephone;may;fri;58;1;-1;0;nonexistent;no
51;admin.;divorced;unknown;no;104;unknown;unknown;telephone;may;fri;152;1;-1;0;nonexistent;no
48;technician;married;high.school;no;4751;no;no;telephone;may;fri;533;1;-1;0;nonexistent;no
46;admin.;married;university.degree;no;1529;yes;no;telephone;may;fri;28;3;197;0;nonexistent;no
47;management;divorced;university.degree;no;102;no;no;telephone;may;fri;63;1;-1;0;nonexistent;no
33;entrepreneur;married;university.degree;no;1796;yes;no;telephone;may;fri;135;2;-1;0;nonexistent;no
39;admin.;married;high.school;no;935;yes;yes;telephone;may;fri;202;2;375;0;nonexistent;no
47;management;divorced;university.degree;no;365;yes;no;telephone;may;fri;181;1;-1;0;nonexistent;no
37;blue-collar;single;basic.9y;no;222;yes;no;telephone;may;fri;240;2;-1;0;nonexistent;no
47;entrepreneur;divorced;university.degree;no;0;yes;no;telephone;may;fri;354;4;472;0;nonexistent;no
29;services;single;university.degree;no;1015;yes;yes;telephone;may;fri;210;1;-1;0;nonexistent;no
44;housemaid;married;high.school;unknown;107;no;no;telephone;may;fri;293;2;183;0;nonexistent;no
45;blue-collar;married;basic.4y;unknown;82;no;no;telephone;may;fri;108;5;-1;0;nonexistent;no
47;blue-collar;divorced;basic.4y;no;877;no;no;telephone;may;fri;223;1;93;0;nonexistent;no
38;entrepreneur;divorced;university.degree;unknown;2557;yes;no;telephone;may;fri;275;2;91;0;nonexistent;no
25;housemaid;married;basic.9y;no;1673;yes;no;telephone;may;fri;263;2;-1;0;nonexistent;no
47;blue-collar;married;basic.6y;no;2467;yes;no;telephone;may;fri;600;1;276;0;nonexistent;yes
55;housemaid;married;professional.course;no;980;yes;yes;telephone;may;fri;85;1;-1;0;nonexistent;no
56;retired;married;high.school;unknown;183;no;no;telephone;may;fri;319;3;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;387;yes;no;telephone;may;fri;242;3;-1;0;nonexistent;no
36;technician;single;university.degree;unknown;459;no;no;telephone;may;fri;128;4;-1;0;nonexistent;no
40;blue-collar;married;basic.9y;no;1227;yes;no;telephone;may;fri;236;2;-1;0;nonexistent;no
46;blue-collar;married;unknown;unknown;302;no;no;telephone;may;fri;67;1;357;0;nonexistent;no
48;blue-collar;divorced;basic.9y;no;175;yes;yes;telephone;may;fri;246;3;-1;0;nonexistent;no
40;self-employed;married;high.school;unknown;182;yes;no;telephone;may;fri;83;1;-1;0;nonexistent;no
37;technician;single;professional.course;no;-367;yes;no;telephone;may;fri;391;1;-1;0;nonexistent;no
58;services;divorced;professional.course;no;876;yes;no;telephone;may;fri;293;1;-1;0;nonexistent;no
50;technician;married;professional.course;no;201;yes;no;telephone;may;fri;245;1;91;0;nonexistent;no
55;retired;married;high.school;no;796;no;no;telephone;may;fri;924;1;182;0;nonexistent;yes
55;blue-collar;married;basic.4y;unknown;0;yes;no;telephone;may;fri;334;1;-1;0;nonexistent;no
51;management;married;university.degree;no;1559;yes;no;telephone;may;fri;317;1;280;0;nonexistent;no
45;admin.;married;university.degree;no;70;no;no;telephone;may;fri;134;2;-1;0;nonexistent;no
39;technician;married;professional.course;no;2734;no;yes;telephone;may;fri;110;2;-1;0;nonexistent;no
47;blue-collar;divorced;basic.4y;no;3528;no;yes;telephone;may;fri;37;1;-1;0;nonexistent;no
55;admin.;married;high.school;no;469;yes;no;telephone;may;fri;188;1;181;0;nonexistent;no
41;services;married;high.school;no;3311;no;no;telephone;may;fri;911;2;-1;0;nonexistent;no
48;blue-collar;married;basic.6y;no;152;unknown;unknown;telephone;may;fri;379;1;365;0;nonexistent;no
41;technician;married;university.degree;no;1047;no;no;telephone;may;fri;206;1;-1;0;nonexistent;no
41;blue-collar;divorced;basic.6y;no;484;yes;no;telephone;may;fri;160;2;-1;0;nonexistent;no
30;services;single;high.school;unknown;1587;no;no;telephone;may;fri;156;2;98;0;nonexistent;no
32;entrepreneur;married;high.school;unknown;4461;yes;no;telephone;may;fri;314;3;-1;0;nonexistent;no
56;unemployed;divorced;university.degree;unknown;3551;yes;no;telephone;may;fri;98;1;-1;0;nonexistent;no
53;technician;married;professional.course;no;495;no;no;telephone;may;fri;260;1;87;0;nonexistent;no
39;admin.;married;university.degree;no;3792;no;no;telephone;may;fri;78;1;-1;0;nonexistent;no
48;technician;single;high.school;no;489;yes;yes;telephone;may;fri;115;2;-1;0;nonexistent;no
42;admin.;divorced;high.school;no;159;yes;no;telephone;may;fri;99;3;33;0;nonexistent;no
36;blue-collar;married;basic.9y;no;985;yes;yes;telephone;may;fri;95;1;391;0;nonexistent;no
35;technician;married;professional.course;no;369;yes;yes;telephone;may;fri;14;2;-1;0;nonexistent;no
47;admin.;married;unknown;no;257;no;no;telephone;may;fri;230;1;-1;0;nonexistent;no
38;blue-collar;married;basic.4y;no;2779;no;no;telephone;may;fri;438;1;-1;0;nonexistent;no
59;retired;married;university.degree;no;638;no;no;telephone;may;fri;35;1;-1;0;nonexistent;no
34;admin.;divorced;basic.6y;no;833;no;no;telephone;may;fri;111;2;-1;0;nonexistent;no
47;management;married;basic.4y;unknown;9314;no;no;telephone;may;fri;463;2;-1;0;nonexistent;no
53;services;divorced;university.degree;no;4745;no;yes;telephone;may;fri;252;1;181;0;nonexistent;no
44;self-employed;married;university.degree;unknown;2693;unknown;unknown;telephone;may;fri;38;1;104;0;nonexistent;no
48;services;single;high.school;unknown;160;yes;yes;telephone;may;fri;127;2;194;0;nonexistent;no
50;blue-collar;married;basic.6y;unknown;1697;no;no;telephone;may;fri;66;1;-1;0;nonexistent;no
44;housemaid;single;unknown;unknown;0;yes;yes;telephone;may;fri;234;2;-1;0;nonexistent;no
33;unemployed;married;basic.9y;no;-770;yes;yes;telephone;may;fri;691;1;-1;0;nonexistent;no
42;entrepreneur;married;high.school;no;20806;yes;no;telephone;may;fri;81;1;-1;0;nonexistent;no
45;services;single;basic.9y;unknown;3136;yes;no;telephone;may;fri;270;1;-1;0;nonexistent;no
